,danceability,instrumentalness,energy,acousticness,explicit,speechiness,valence,popularity_artist,pop_three
48,0.85,0.0315,0.56,0.000773,0,0.0481,0.747,1,1
49,0.7609999999999999,0.591,0.86,0.00158,0,0.0757,0.818,1,1
50,0.8029999999999999,0.00155,0.8190000000000001,0.00228,0,0.0722,0.33,1,1
51,0.588,0.9490000000000001,0.0223,0.9840000000000001,0,0.309,0.0377,3,1
52,0.669,0.95,0.0109,0.991,0,0.228,0.0391,2,1
53,0.851,2.94e-06,0.818,0.11199999999999999,0,0.0789,0.8079999999999999,58,2
54,0.639,0.8859999999999999,0.0395,0.98,0,0.111,0.175,3,1
55,0.862,0.369,0.655,0.00135,0,0.11,0.764,0,1
56,0.9,0.929,0.0222,0.9790000000000001,0,0.135,0.079,5,1
57,0.608,0.932,0.0132,0.986,0,0.187,0.0371,5,1
58,0.733,0.0705,0.943,0.0464,0,0.0807,0.927,0,1
59,0.727,0.807,0.0308,0.985,0,0.0652,0.132,6,1
60,0.713,0.946,0.0293,0.99,0,0.0977,0.126,6,1
61,0.8270000000000001,0.953,0.0163,0.981,0,0.0845,0.0695,15,2
62,0.5579999999999999,0.95,0.0292,0.99,0,0.0833,0.0657,3,1
63,0.909,0.628,0.777,0.0007,0,0.212,0.4970000000000001,0,1
64,0.691,0.861,0.0295,0.986,0,0.272,0.0734,6,1
65,0.6920000000000001,0.9079999999999999,0.00962,0.985,0,0.32799999999999996,0.0833,2,1
66,0.745,0.414,0.8270000000000001,8.78e-05,0,0.0494,0.8270000000000001,0,1
67,0.675,0.9329999999999999,0.011000000000000001,0.992,0,0.0853,0.0619,0,1
68,0.7609999999999999,0.875,0.032,0.986,0,0.057999999999999996,0.0565,0,1
69,0.8140000000000001,0.934,0.0149,0.993,0,0.073,0.11599999999999999,0,1
70,0.67,0.935,0.0294,0.985,0,0.373,0.0807,0,1
71,0.737,0.693,0.9390000000000001,0.000146,0,0.0583,0.937,0,1
72,0.41600000000000004,1.77e-06,0.904,6.82e-05,0,0.0915,0.344,8,1
73,0.705,0.52,0.935,0.0035600000000000002,0,0.0566,0.889,0,1
74,0.7170000000000001,0.904,0.0175,0.986,0,0.106,0.0915,3,1
75,0.607,0.905,0.00498,0.986,0,0.111,0.198,3,1
76,0.395,0.0,0.833,0.00109,1,0.17800000000000002,0.5670000000000001,8,1
77,0.34700000000000003,0.0,0.8420000000000001,0.000101,1,0.0896,0.207,8,1
78,0.35100000000000003,0.627,0.877,8.83e-06,0,0.0513,0.247,8,1
79,0.149,0.45899999999999996,0.6970000000000001,9.64e-06,0,0.0545,0.312,8,1
80,0.321,0.0,0.888,0.000344,1,0.151,0.613,8,1
81,0.563,0.9540000000000001,0.0256,0.991,0,0.317,0.0441,0,1
82,0.369,0.0,0.773,0.000171,1,0.0512,0.41700000000000004,8,1
83,0.8959999999999999,0.581,0.759,0.0050100000000000006,0,0.0804,0.21,0,1
84,0.243,1.23e-06,0.828,0.000251,0,0.138,0.193,8,1
85,0.6,0.9309999999999999,0.0212,0.988,0,0.135,0.107,0,1
86,0.359,0.0,0.8079999999999999,0.000484,1,0.083,0.494,8,1
87,0.293,1.45e-06,0.8059999999999999,0.000413,0,0.10300000000000001,0.319,8,1
88,0.599,0.596,0.00727,0.988,0,0.122,0.0961,0,1
89,0.669,0.0,0.243,0.44799999999999995,0,0.152,0.523,14,1
90,0.361,0.797,0.0929,0.95,0,0.037000000000000005,0.0989,2,1
91,0.7290000000000001,0.94,0.044000000000000004,0.9840000000000001,0,0.0773,0.13,4,1
92,0.698,0.731,0.0185,0.987,0,0.25,0.11199999999999999,0,1
93,0.765,0.9309999999999999,0.0145,0.9640000000000001,0,0.0754,0.493,2,1
94,0.695,0.9490000000000001,0.0133,0.978,0,0.10400000000000001,0.0673,0,1
95,0.638,0.92,0.0175,0.9890000000000001,0,0.198,0.0417,0,1
96,0.575,0.912,0.0181,0.99,0,0.0975,0.0558,0,1
97,0.831,0.922,0.0194,0.977,0,0.18100000000000002,0.0521,0,1
98,0.583,0.953,0.0186,0.988,0,0.282,0.0633,0,1
99,0.74,0.7979999999999999,0.9420000000000001,0.0188,0,0.046,0.737,0,1
100,0.792,0.7120000000000001,0.91,0.00173,0,0.0967,0.9209999999999999,0,1
101,0.534,0.769,0.9670000000000001,0.000213,0,0.0387,0.273,0,1
102,0.804,0.87,0.9670000000000001,0.00011200000000000001,0,0.0497,0.79,3,1
103,0.737,0.8109999999999999,0.993,0.000319,0,0.0579,0.28600000000000003,3,1
104,0.532,0.763,0.614,0.278,0,0.0273,0.851,2,1
105,0.127,0.514,0.484,0.97,0,0.0778,0.0254,2,1
106,0.217,0.816,0.18,0.9590000000000001,0,0.0387,0.0385,2,1
107,0.0898,0.938,0.19899999999999998,0.9740000000000001,0,0.0407,0.073,2,1
108,0.805,0.872,0.0552,0.981,0,0.156,0.5429999999999999,2,1
109,0.24,0.772,0.21600000000000005,0.64,0,0.0507,0.262,2,1
110,0.757,0.9259999999999999,0.0447,0.987,0,0.139,0.358,2,1
111,0.73,0.894,0.124,0.941,0,0.13699999999999998,0.642,2,1
112,0.69,0.9059999999999999,0.14300000000000002,0.92,0,0.125,0.501,2,1
113,0.389,0.897,0.00632,0.893,0,0.0402,0.0735,2,1
114,0.585,0.846,0.866,0.000717,0,0.034,0.45,4,2
115,0.828,0.00428,0.4920000000000001,0.0644,0,0.0276,0.789,35,1
116,0.6920000000000001,0.0,0.428,0.147,0,0.263,0.33899999999999997,0,1
117,0.585,0.846,0.866,0.000717,0,0.034,0.45,4,2
118,0.314,0.795,0.0855,0.9690000000000001,0,0.0342,0.161,18,1
119,0.531,0.0,0.757,0.379,0,0.0394,0.396,10,1
120,0.599,0.0,0.812,0.22399999999999998,0,0.0377,0.693,10,1
121,0.585,0.846,0.866,0.000717,0,0.034,0.45,4,2
122,0.6659999999999999,0.9329999999999999,0.8009999999999999,0.0427,0,0.11800000000000001,0.585,16,1
123,0.518,0.943,0.9179999999999999,0.126,0,0.19899999999999998,0.20800000000000002,16,1
124,0.5429999999999999,0.9440000000000001,0.9129999999999999,0.0468,0,0.0911,0.439,16,1
125,0.585,0.846,0.866,0.000717,0,0.034,0.45,4,2
126,0.49,0.0,0.297,0.861,0,0.0305,0.27399999999999997,53,2
127,0.4920000000000001,4.43e-06,0.708,0.0009019999999999999,0,0.0467,0.345,12,1
128,0.528,0.39799999999999996,0.816,0.0033399999999999997,0,0.0445,0.201,17,2
129,0.281,0.0,0.449,0.7190000000000001,0,0.0325,0.177,2,1
130,0.585,0.846,0.866,0.000717,0,0.034,0.45,4,2
131,0.489,0.0502,0.875,0.0030600000000000002,0,0.11199999999999999,0.188,23,2
132,0.397,0.0,0.638,0.00499,0,0.17600000000000002,0.677,14,2
133,0.542,0.0,0.794,0.0236,0,0.303,0.81,14,2
134,0.7,0.0248,0.917,0.0551,0,0.0986,0.386,13,1
135,0.6990000000000001,0.883,0.5579999999999999,0.165,0,0.0541,0.39799999999999996,30,2
136,0.585,0.846,0.866,0.000717,0,0.034,0.45,4,2
137,0.265,0.0,0.5760000000000001,0.172,0,0.0301,0.225,48,2
138,0.314,0.795,0.0855,0.9690000000000001,0,0.0342,0.161,18,1
139,0.0692,0.6729999999999999,0.285,0.7,0,0.0482,0.0312,37,2
140,0.625,0.0,0.53,0.46799999999999997,0,0.0334,0.8690000000000001,26,1
141,0.645,0.0,0.852,0.0964,0,0.374,0.737,14,2
142,0.6779999999999999,0.0,0.529,0.122,0,0.363,0.9209999999999999,14,2
143,0.261,1.4400000000000001e-05,0.8909999999999999,0.00021,0,0.225,0.934,14,2
144,0.578,0.0,0.522,0.009309999999999999,0,0.36200000000000004,0.75,14,2
145,0.397,0.0,0.638,0.00499,0,0.17600000000000002,0.677,14,2
146,0.542,0.0,0.794,0.0236,0,0.303,0.81,14,2
147,0.583,0.0,0.879,0.0582,0,0.325,0.615,14,2
148,0.675,0.0,0.7190000000000001,0.282,0,0.33399999999999996,0.815,14,2
149,0.364,0.0,0.875,0.0010400000000000001,0,0.0909,0.6659999999999999,14,2
150,0.597,0.0,0.7859999999999999,0.153,0,0.354,0.599,14,2
151,0.249,0.000197,0.336,0.647,0,0.0465,0.16699999999999998,26,1
152,0.583,0.000105,0.61,0.00425,1,0.0382,0.336,56,1
153,0.525,0.0,0.816,0.0665,0,0.0337,0.9,44,1
154,0.743,0.0,0.735,0.00389,0,0.0382,0.631,59,1
155,0.212,0.0,0.866,0.0675,0,0.20600000000000002,0.282,4,1
156,0.601,0.17300000000000001,0.8240000000000001,0.00866,0,0.0474,0.24600000000000002,59,1
157,0.314,0.795,0.0855,0.9690000000000001,0,0.0342,0.161,18,1
158,0.397,0.0,0.638,0.00499,0,0.17600000000000002,0.677,14,2
159,0.542,0.0,0.794,0.0236,0,0.303,0.81,14,2
160,0.594,0.909,0.961,0.000102,0,0.0484,0.0476,7,1
161,0.657,0.7909999999999999,0.851,3.64e-05,0,0.0546,0.0954,3,1
162,0.506,0.8440000000000001,0.9520000000000001,2.97e-05,0,0.0439,0.149,7,1
163,0.6990000000000001,0.883,0.5579999999999999,0.165,0,0.0541,0.39799999999999996,30,2
164,0.314,0.795,0.0855,0.9690000000000001,0,0.0342,0.161,18,1
165,0.0692,0.6729999999999999,0.285,0.7,0,0.0482,0.0312,37,2
166,0.6779999999999999,0.0,0.529,0.122,0,0.363,0.9209999999999999,14,2
167,0.261,1.4400000000000001e-05,0.8909999999999999,0.00021,0,0.225,0.934,14,2
168,0.578,0.0,0.522,0.009309999999999999,0,0.36200000000000004,0.75,14,2
169,0.397,0.0,0.638,0.00499,0,0.17600000000000002,0.677,14,2
170,0.542,0.0,0.794,0.0236,0,0.303,0.81,14,2
171,0.645,0.0,0.852,0.0964,0,0.374,0.737,14,2
172,0.583,0.0,0.879,0.0582,0,0.325,0.615,14,2
173,0.675,0.0,0.7190000000000001,0.282,0,0.33399999999999996,0.815,14,2
174,0.364,0.0,0.875,0.0010400000000000001,0,0.0909,0.6659999999999999,14,2
175,0.597,0.0,0.7859999999999999,0.153,0,0.354,0.599,14,2
176,0.452,0.0,0.738,0.00644,0,0.193,0.7609999999999999,14,2
177,0.574,0.0,0.731,0.00614,0,0.121,0.8740000000000001,14,2
178,0.696,0.0,0.727,0.0597,0,0.235,0.8220000000000001,14,2
179,0.358,2.6700000000000002e-05,0.8640000000000001,0.000487,0,0.36200000000000004,0.7859999999999999,14,2
180,0.595,0.0,0.589,0.0129,0,0.324,0.934,14,2
181,0.39799999999999996,0.0,0.888,0.0026100000000000003,0,0.363,0.37799999999999995,14,2
182,0.4320000000000001,0.000348,0.93,0.000251,0,0.161,0.6829999999999999,14,2
183,0.593,0.0,0.483,0.0224,0,0.20199999999999999,0.8140000000000001,14,2
184,0.727,0.0,0.767,0.434,0,0.536,0.9690000000000001,14,2
185,0.75,0.92,0.564,0.00231,0,0.0518,0.253,5,1
186,0.7,0.9540000000000001,0.525,0.0026899999999999997,0,0.0436,0.302,5,1
187,0.599,0.0889,0.8079999999999999,0.0205,0,0.0623,0.102,16,1
188,0.579,0.848,0.925,0.0373,0,0.0352,0.141,14,1
189,0.58,0.611,0.892,0.00743,0,0.0853,0.718,12,1
190,0.609,0.883,0.97,0.000343,0,0.0813,0.264,14,1
191,0.685,0.892,0.7240000000000001,0.000254,0,0.078,0.446,14,1
192,0.632,0.889,0.7659999999999999,0.000109,0,0.0645,0.397,12,1
193,0.575,0.342,0.963,9.070000000000001e-05,0,0.0463,0.534,12,1
194,0.65,0.636,0.956,0.0006,0,0.0458,0.12,13,1
195,0.737,0.858,0.917,0.00164,0,0.0675,0.812,12,1
196,0.613,0.0488,0.8009999999999999,0.00019099999999999998,0,0.0457,0.156,12,1
197,0.342,0.0,0.511,0.139,0,0.0402,0.136,16,2
198,0.662,0.889,0.9390000000000001,0.000666,0,0.0806,0.5429999999999999,11,1
199,0.585,0.927,0.9209999999999999,0.00471,0,0.0462,0.435,12,1
200,0.358,0.46,0.198,0.6,0,0.0286,0.20600000000000002,7,1
201,0.644,0.0,0.369,0.847,1,0.9540000000000001,0.5,9,1
202,0.314,0.795,0.0855,0.9690000000000001,0,0.0342,0.161,18,1
203,0.833,0.833,0.804,0.0297,0,0.0511,0.7390000000000001,3,1
204,0.623,0.0863,0.7040000000000001,0.000998,0,0.0562,0.297,0,1
205,0.757,0.879,0.8290000000000001,1.77e-05,0,0.0499,0.314,0,1
206,0.7509999999999999,0.785,0.915,0.000389,0,0.0308,0.141,0,1
207,0.617,0.888,0.9490000000000001,0.000221,0,0.0456,0.752,0,1
208,0.679,0.867,0.54,0.00495,0,0.0497,0.278,0,1
209,0.627,0.14400000000000002,0.561,0.00047599999999999997,0,0.0366,0.262,0,1
210,0.716,0.0302,0.54,0.162,0,0.213,0.747,0,1
211,0.314,0.795,0.0855,0.9690000000000001,0,0.0342,0.161,18,1
212,0.397,0.0,0.638,0.00499,0,0.17600000000000002,0.677,14,2
213,0.542,0.0,0.794,0.0236,0,0.303,0.81,14,2
214,0.8420000000000001,0.887,0.483,0.0014199999999999998,0,0.106,0.57,21,2
215,0.831,0.963,0.191,0.884,0,0.287,0.728,21,2
216,0.653,0.425,0.26899999999999996,0.8079999999999999,0,0.0315,0.649,21,2
217,0.645,0.555,0.05,0.485,0,0.45799999999999996,0.6970000000000001,21,2
218,0.636,0.836,0.608,0.17800000000000002,0,0.0377,0.0696,21,2
219,0.534,0.943,0.00469,0.992,0,0.038,0.385,21,2
220,0.787,0.907,0.282,0.308,0,0.314,0.966,21,2
221,0.6759999999999999,0.56,0.297,0.00897,0,0.0589,0.14300000000000002,21,2
222,0.59,0.9109999999999999,0.00588,0.99,0,0.0658,0.509,21,2
223,0.899,0.0017399999999999998,0.371,0.309,0,0.483,0.895,21,2
224,0.34600000000000003,0.953,0.721,0.00313,0,0.0451,0.0341,21,2
225,0.696,0.948,0.0701,0.247,0,0.11900000000000001,0.3670000000000001,21,2
226,0.0783,0.965,0.0239,0.996,0,0.0492,0.0319,21,2
227,0.9540000000000001,0.00295,0.451,0.19399999999999998,0,0.10800000000000001,0.8390000000000001,43,2
228,0.612,0.9540000000000001,0.835,0.0574,0,0.0338,0.257,2,1
229,0.585,0.846,0.866,0.000717,0,0.034,0.45,4,2
230,0.314,0.795,0.0855,0.9690000000000001,0,0.0342,0.161,18,1
231,0.397,0.0,0.638,0.00499,0,0.17600000000000002,0.677,14,2
232,0.542,0.0,0.794,0.0236,0,0.303,0.81,14,2
233,0.5,2.22e-06,0.742,0.0101,0,0.0418,0.255,32,2
234,0.8420000000000001,0.887,0.483,0.0014199999999999998,0,0.106,0.57,21,2
235,0.831,0.963,0.191,0.884,0,0.287,0.728,21,2
236,0.653,0.425,0.26899999999999996,0.8079999999999999,0,0.0315,0.649,21,2
237,0.645,0.555,0.05,0.485,0,0.45799999999999996,0.6970000000000001,21,2
238,0.636,0.836,0.608,0.17800000000000002,0,0.0377,0.0696,21,2
239,0.534,0.943,0.00469,0.992,0,0.038,0.385,21,2
240,0.787,0.907,0.282,0.308,0,0.314,0.966,21,2
241,0.6759999999999999,0.56,0.297,0.00897,0,0.0589,0.14300000000000002,21,2
242,0.59,0.9109999999999999,0.00588,0.99,0,0.0658,0.509,21,2
243,0.34600000000000003,0.953,0.721,0.00313,0,0.0451,0.0341,21,2
244,0.0783,0.965,0.0239,0.996,0,0.0492,0.0319,21,2
245,0.899,0.0017399999999999998,0.371,0.309,0,0.483,0.895,21,2
246,0.696,0.948,0.0701,0.247,0,0.11900000000000001,0.3670000000000001,21,2
247,0.397,0.0,0.638,0.00499,0,0.17600000000000002,0.677,14,2
248,0.542,0.0,0.794,0.0236,0,0.303,0.81,14,2
249,0.39,1.4800000000000002e-05,0.345,0.37,0,0.0279,0.35100000000000003,26,2
250,0.674,0.0136,0.773,0.00246,0,0.0725,0.7040000000000001,19,1
251,0.5,2.22e-06,0.742,0.0101,0,0.0418,0.255,32,2
252,0.36,0.868,0.5589999999999999,0.628,0,0.0316,0.484,44,2
253,0.737,0.0,0.441,0.594,0,0.0318,0.256,15,2
254,0.242,0.595,0.672,0.121,0,0.0972,0.040999999999999995,16,1
255,0.53,0.0,0.5579999999999999,0.196,0,0.0362,0.75,26,2
256,0.20199999999999999,0.9640000000000001,0.49,0.919,0,0.0555,0.0324,9,1
257,0.447,0.0,0.7340000000000001,0.0836,0,0.0681,0.24600000000000002,18,1
258,0.527,3.4399999999999996e-05,0.9440000000000001,0.0529,0,0.0692,0.568,18,1
259,0.6,0.754,0.493,0.0804,0,0.0315,0.6509999999999999,1,1
260,0.35700000000000004,0.177,0.617,0.222,0,0.0341,0.0684,9,1
261,0.7,0.0,0.722,0.221,1,0.0369,0.7559999999999999,75,3
262,0.6990000000000001,0.883,0.5579999999999999,0.165,0,0.0541,0.39799999999999996,30,2
263,0.436,8.1e-06,0.655,0.499,1,0.0583,0.41200000000000003,66,3
264,0.2,0.887,0.282,0.7290000000000001,0,0.0468,0.0372,37,2
265,0.737,0.0,0.802,0.46799999999999997,1,0.0878,0.682,70,3
266,0.0692,0.6729999999999999,0.285,0.7,0,0.0482,0.0312,37,2
267,0.83,0.0,0.585,0.237,1,0.094,0.485,70,3
268,0.645,0.0,0.852,0.0964,0,0.374,0.737,14,2
269,0.711,0.0,0.598,0.19,1,0.182,0.737,94,3
270,0.632,0.9359999999999999,0.632,0.0012,0,0.0386,0.0803,9,1
271,0.662,0.0,0.413,0.213,1,0.0299,0.467,77,3
272,0.6779999999999999,0.0,0.529,0.122,0,0.363,0.9209999999999999,14,2
273,0.823,0.0,0.586,0.114,1,0.2,0.34700000000000003,78,3
274,0.48100000000000004,0.861,0.85,0.0176,0,0.0351,0.271,6,1
275,0.889,0.13,0.34,0.218,0,0.0697,0.716,76,3
276,0.261,1.4400000000000001e-05,0.8909999999999999,0.00021,0,0.225,0.934,14,2
277,0.7090000000000001,1.59e-06,0.5479999999999999,0.65,1,0.353,0.5429999999999999,78,3
278,0.614,0.84,0.757,0.00835,0,0.0366,0.142,14,1
279,0.935,0.0,0.45399999999999996,0.0194,1,0.375,0.35700000000000004,72,3
280,0.578,0.0,0.522,0.009309999999999999,0,0.36200000000000004,0.75,14,2
281,0.7609999999999999,3.47e-05,0.518,0.244,1,0.134,0.522,63,3
282,0.565,0.812,0.855,0.00629,0,0.04,0.0383,20,1
283,0.81,0.0,0.511,0.12,1,0.16399999999999998,0.8370000000000001,80,3
284,0.583,0.0,0.879,0.0582,0,0.325,0.615,14,2
285,0.731,5.22e-05,0.573,0.401,1,0.0544,0.145,54,3
286,0.513,0.871,0.958,0.0021100000000000003,0,0.0504,0.135,1,1
287,0.914,0.0,0.732,0.0166,1,0.24100000000000002,0.469,72,3
288,0.675,0.0,0.7190000000000001,0.282,0,0.33399999999999996,0.815,14,2
289,0.65,0.0,0.613,0.00336,1,0.128,0.0804,74,3
290,0.48100000000000004,0.053,0.9440000000000001,0.000617,0,0.10099999999999999,0.215,11,1
291,0.746,0.0,0.69,0.247,1,0.16399999999999998,0.4970000000000001,75,3
292,0.364,0.0,0.875,0.0010400000000000001,0,0.0909,0.6659999999999999,14,2
293,0.7020000000000001,0.0,0.825,0.00883,0,0.0601,0.915,73,3
294,0.51,0.81,0.956,0.0285,0,0.0613,0.175,0,1
295,0.35700000000000004,0.0,0.425,0.584,0,0.0333,0.27,75,3
296,0.597,0.0,0.7859999999999999,0.153,0,0.354,0.599,14,2
297,0.392,0.00179,0.574,0.833,0,0.17,0.529,61,3
298,0.611,0.000624,0.782,0.00148,0,0.0323,0.198,7,1
299,0.642,0.0,0.374,0.7859999999999999,0,0.0545,0.0799,77,3
300,0.452,0.0,0.738,0.00644,0,0.193,0.7609999999999999,14,2
301,0.799,0.0,0.66,0.256,1,0.079,0.47100000000000003,50,3
302,0.423,0.937,0.943,0.11800000000000001,0,0.0691,0.0336,0,1
303,0.613,0.0,0.631,0.0663,1,0.12,0.33,74,3
304,0.574,0.0,0.731,0.00614,0,0.121,0.8740000000000001,14,2
305,0.905,0.0,0.647,0.0187,1,0.107,0.3670000000000001,78,3
306,0.496,0.0551,0.993,0.00018899999999999999,0,0.073,0.10300000000000001,25,1
307,0.631,0.0,0.239,0.8640000000000001,1,0.0398,0.0927,59,3
308,0.696,0.0,0.727,0.0597,0,0.235,0.8220000000000001,14,2
309,0.625,0.0,0.8140000000000001,0.0172,1,0.0657,0.535,74,3
310,0.528,0.841,0.873,0.0767,0,0.0341,0.301,6,1
311,0.39899999999999997,0.0008900000000000002,0.491,0.0563,0,0.0538,0.151,89,3
312,0.358,2.6700000000000002e-05,0.8640000000000001,0.000487,0,0.36200000000000004,0.7859999999999999,14,2
313,0.731,0.0,0.675,0.00473,1,0.0434,0.298,69,3
314,0.46299999999999997,0.0529,0.778,0.0137,0,0.0803,0.0419,8,1
315,0.794,0.0,0.7559999999999999,0.11,1,0.136,0.775,73,3
316,0.595,0.0,0.589,0.0129,0,0.324,0.934,14,2
317,0.8190000000000001,0.10099999999999999,0.626,0.00748,1,0.20199999999999999,0.415,70,3
318,0.71,0.845,0.703,0.0103,0,0.0436,0.368,2,1
319,0.904,0.0,0.723,0.0631,1,0.26,0.835,73,3
320,0.39799999999999996,0.0,0.888,0.0026100000000000003,0,0.363,0.37799999999999995,14,2
321,0.462,0.0,0.24,0.92,1,0.0377,0.32,61,3
322,0.642,0.534,0.748,0.0266,0,0.0445,0.568,0,1
323,0.652,0.0,0.38299999999999995,0.0676,0,0.0516,0.5489999999999999,67,3
324,0.4320000000000001,0.000348,0.93,0.000251,0,0.161,0.6829999999999999,14,2
325,0.8320000000000001,0.0,0.534,0.345,1,0.253,0.11599999999999999,72,3
326,0.496,0.941,0.862,0.000307,0,0.0442,0.20600000000000002,10,1
327,0.856,0.0,0.618,0.0303,0,0.28600000000000003,0.391,54,3
328,0.593,0.0,0.483,0.0224,0,0.20199999999999999,0.8140000000000001,14,2
329,0.48700000000000004,0.0,0.65,0.191,0,0.0253,0.456,68,3
330,0.542,0.102,0.8170000000000001,0.0231,0,0.0954,0.0598,19,1
331,0.9570000000000001,0.0,0.4370000000000001,0.00402,1,0.359,0.616,72,3
332,0.727,0.0,0.767,0.434,0,0.536,0.9690000000000001,14,2
333,0.6729999999999999,0.0,0.7040000000000001,0.196,0,0.36,0.3720000000000001,59,3
334,0.569,0.0021,0.789,0.0753,0,0.0908,0.0588,9,1
335,0.8,0.0,0.6579999999999999,0.25,1,0.079,0.462,50,3
336,0.6609999999999999,0.0,0.75,0.0421,0,0.315,0.767,14,2
337,0.74,0.0,0.516,0.0183,0,0.0507,0.698,63,3
338,0.602,0.5670000000000001,0.78,0.00128,0,0.0385,0.0916,11,1
339,0.8490000000000001,0.0,0.536,0.0239,1,0.349,0.308,75,3
340,0.5660000000000001,0.0,0.855,0.0145,0,0.31,0.615,14,2
341,0.856,0.0,0.564,0.0032700000000000003,1,0.392,0.483,71,3
342,0.627,0.914,0.924,0.0215,0,0.0448,0.0361,13,1
343,0.48700000000000004,0.0,0.534,0.36,0,0.0555,0.17300000000000001,70,3
344,0.684,0.0,0.8220000000000001,0.00811,0,0.29,0.45899999999999996,14,2
345,0.7120000000000001,5.04e-05,0.556,0.084,1,0.0531,0.22,60,3
346,0.562,0.828,0.852,0.0402,0,0.0486,0.0412,6,1
347,0.647,0.0,0.667,0.231,1,0.304,0.7040000000000001,70,3
348,0.7559999999999999,0.0,0.131,0.7659999999999999,1,0.0467,0.307,19,1
349,0.657,0.0,0.54,0.662,0,0.0287,0.625,64,3
350,0.545,0.91,0.904,0.00032599999999999996,0,0.0467,0.386,10,1
351,0.614,0.0013599999999999999,0.937,0.00161,1,0.115,0.386,75,3
352,0.52,0.0,0.662,0.0121,0,0.39299999999999996,0.6709999999999999,14,1
